y,x1,x2
13.63,33.3,83.28
13.64,33.3,82.98
13.64,33.3,82.68
13.65,33.3,82.38
13.66,33.3,82.08
13.67,33.3,81.79
13.68,33.3,81.49
13.69,33.3,85.09
13.7,33.29,85.89
13.71,33.29,86.14
13.71,33.26,85.45
13.72,33.26,85.6
13.73,33.22,84.67
13.74,33.18,85.07
13.75,33.14,85.07
13.76,33.08,85.61
13.77,33.08,85.7
13.78,33.09,84.57
13.78,33.12,85.21
13.79,33.17,85.67
13.8,33.18,83.63
13.81,33.19,83.61
13.82,33.15,85
13.83,33.15,85.27
13.84,33.17,85.76
13.85,33.21,85.51
13.85,33.23,85.8
13.86,33.29,85.23
13.87,33.33,85.26
13.88,33.36,85.7
13.89,33.41,85.73
13.9,33.45,85.16
13.91,33.46,85.2
13.92,33.46,85.26
13.93,33.5,83.45
13.93,33.5,83.73
13.94,33.52,84.67
13.95,33.55,84.28
13.96,33.59,84.58
13.97,33.59,83.8
13.98,33.59,83.29
13.99,33.57,83.38
14,33.6,83.92
14,33.65,83.38
14.01,33.63,83.14
14.02,33.69,82.84
14.03,33.7,80.8
14.04,33.69,81.27
14.05,33.72,82.03
14.06,33.72,82.42
14.07,33.72,82.04
14.07,33.72,81.61
14.08,33.74,81.01
14.09,33.77,81.8
14.1,33.78,81.16
14.11,33.8,81.27
14.12,33.83,81.58
14.13,33.86,81.86
14.14,33.89,81.43
14.15,33.92,81.52
14.15,33.94,81.65
14.16,33.93,80.75
14.17,33.97,81.57
14.18,33.98,81.51
14.19,34,81.45
14.2,34.01,81.39
14.21,33.98,81.7
14.22,34.01,80.8
14.22,34.03,80.62
14.23,34.03,80.03
14.24,33.98,80.7
14.25,34,78.89
14.26,33.98,79.81
14.27,33.98,80.83
14.28,33.98,80.47
14.29,33.98,80.79
14.29,33.97,79.58
14.3,33.98,80.27
14.31,34.01,80.77
14.32,34.01,80.64
14.33,34.05,80.2
14.34,34.05,79.85
14.35,34.07,80.01
14.36,34.1,79.82
14.36,34.11,79.92
14.37,34.14,79.85
14.38,34.13,76.91
14.39,34.14,79.2
14.4,34.14,79.31
14.61,34.13,79.64
14.83,34.1,79.29
15.04,34.11,79.67
15.25,34.1,80.16
15.47,34.1,80.03
15.68,34.13,79.91
15.9,34.08,79.56
16.11,34.11,80.19
16.32,34.1,79.82
16.54,34.11,78.96
16.75,34.1,79.88
16.96,34.07,79.63
17.18,34.05,80.05
17.39,34.01,79.75
17.6,34.03,80.39
17.82,34.03,79.55
18.03,34.03,80.52
18.25,34.05,80.95
18.46,34.08,80.85
18.67,34.08,80.65
18.89,34.11,81.44
19.1,34.13,81.82
18.83,34.15,82.11
18.57,34.2,82.43
18.3,34.2,80.2
18.03,34.25,81.58
17.77,34.29,81.36
17.5,34.32,81.41
17.23,34.37,81.15
16.97,34.4,81.19
16.7,34.44,80.91
16.43,34.47,80.13
16.17,34.48,80.4
15.9,34.51,79.06
15.63,34.51,79.74
15.37,34.53,79.39
15.1,34.56,78.63
14.83,34.53,78.59
14.57,34.52,80.41
14.3,34.52,80.12
14.56,34.52,81.32
14.83,34.52,81.79
15.09,34.53,81.81
15.35,34.53,81.11
15.62,34.53,80.83
15.88,34.58,81.53
16.14,34.58,79.82
16.41,34.53,81.57
16.67,34.53,81.75
16.93,34.53,81.34
17.2,34.53,81.59
17.46,34.53,81.83
17.72,34.53,82.07
17.99,34.53,82.32
18.25,34.58,82.19
18.51,34.62,82.5
18.78,34.68,81.48
19.04,34.7,81.06
19.3,34.75,81.71
19.57,34.76,81.77
19.83,34.83,82.09
20.1,34.86,82.19
20.36,34.9,82.23
20.62,34.93,79.56
20.89,34.95,81.27
21.15,34.93,81.53
21.41,34.97,80.99
21.68,34.97,80.96
21.94,35,81.54
22.2,35,81.78
22.47,35.02,81.23
22.73,35.03,80.06
22.99,35.04,80.94
23.26,35.04,81
23.52,35.06,80.6
23.78,35.06,81.1
24.05,35.06,81.51
24.31,35.07,81.86
24.57,35.09,81.89
24.84,35.1,81.68
25.1,35.09,81.48
24.73,35.11,80.8
24.36,35.13,80.02
23.99,35.13,80.11
23.62,35.14,79.54
23.26,35.16,78.56
22.89,35.14,78.18
22.52,35.13,78.51
22.15,35.17,79.23
21.78,35.17,79.77
21.41,35.16,80.45
21.04,35.17,80.81
20.68,35.2,81.2
20.31,35.24,81.74
19.94,35.27,80.99
19.57,35.31,81.51
19.2,35.36,80.66
19.19,35.4,81.83
19.18,35.45,80.4
19.16,35.5,80.92
19.15,35.55,80.45
19.14,35.59,80.21
19.13,35.62,79.26
19.11,35.66,79.7
19.1,35.7,79.95
19.09,35.74,80.11
19.08,35.75,80.36
19.06,35.77,76.75
19.05,35.84,79.7
19.04,35.86,80.41
19.03,35.89,80.12
19.02,35.86,78.77
19,35.89,79.13
18.99,35.85,79.06
18.98,35.86,79.63
18.97,35.82,78.88
18.95,35.77,80.11
18.94,35.77,80.28
18.93,35.78,80.28
18.92,35.75,79.3
18.91,35.77,79.06
18.89,35.77,78.5
18.88,35.78,77.93
18.87,35.78,77.37
18.86,35.8,75.97
18.84,35.81,76.1
18.83,35.78,77.44
18.82,35.81,78.05
18.81,35.81,78.37
18.79,35.85,78.96
18.78,35.84,78.92
18.77,35.82,77.89
18.76,35.81,78.09
18.75,35.82,79.03
18.73,35.8,79.02
18.72,35.81,78.91
18.71,35.77,77.66
18.7,35.74,78.89
18.68,35.72,78.11
18.67,35.66,78.15
18.66,35.65,77.72
18.65,35.59,78.51
18.64,35.54,78.56
18.62,35.51,79.05
18.61,35.47,78.95
18.6,35.43,79.11
18.59,35.44,78.71
18.57,35.4,79.53
18.56,35.38,79.8
18.55,35.38,79.88
18.54,35.37,79.85
18.52,35.36,80
18.51,35.36,80.23
18.5,35.36,80.33
18.49,35.33,80.2
18.48,35.34,80.79
18.46,35.34,80.61
18.45,35.3,78.46
18.44,35.33,79.96
18.43,35.33,79.68
18.41,35.31,79.57
18.4,35.31,79.38
18.39,35.31,79.01
18.38,35.33,78.54
18.36,35.3,77.6
18.35,35.26,78.32
18.34,35.27,77.07
18.33,35.24,77.43
18.32,35.26,78.89
18.3,35.26,79.12
18.29,35.21,78.96
18.28,35.2,78.59
18.27,35.2,78.55
18.25,35.2,78.4
18.24,35.2,78.02
18.23,35.17,77.29
18.22,35.16,76.22
18.21,35.14,76.05
18.19,35.11,76.39
18.18,35.11,76.37
18.17,35.07,76.61
18.16,35.06,76.2
18.14,35.03,72.42
18.13,34.96,75.54
18.12,34.93,77.93
18.11,34.9,78.69
18.09,34.89,78.9
18.08,34.89,79.28
18.07,34.92,78.97
18.06,34.9,76.97
18.05,34.92,78.34
18.03,34.9,78.76
18.02,34.92,79.6
18.01,34.92,79.2
18,34.93,78.88
17.98,34.95,79.2
17.97,34.93,78.84
17.96,34.93,78.44
17.95,34.93,78.04
17.94,34.93,77.64
17.92,34.93,77.05
17.91,34.9,76.24
17.9,34.89,75.61
17.89,34.88,75.22
17.87,34.86,74.68
17.86,34.8,74.2
17.85,34.76,73.41
17.84,34.7,73.08
17.82,34.66,72.82
17.81,34.61,72.77
17.8,34.56,72.6
17.79,34.51,72.36
17.78,34.47,72.31
17.76,34.4,71.84
17.75,34.38,71.68
17.74,34.34,71.78
17.73,34.32,71.73
17.71,34.27,72.34
17.7,34.25,72.57
17.69,34.24,72.99
17.68,34.2,73.83
17.66,34.18,74.13
17.65,34.17,75.51
17.64,34.15,76.38
17.63,34.15,76.41
17.62,34.18,77.22
17.6,34.2,77.78
17.59,34.22,77.87
17.58,34.28,77.59
17.57,34.32,77.09
17.55,34.35,76.56
17.54,34.38,76.2
17.53,34.42,75.61
17.52,34.48,75.15
17.51,34.49,74.87
17.49,34.47,74.6
17.48,34.49,74.89
17.47,34.48,75.34
17.46,34.49,75.64
17.44,34.51,76.13
17.43,34.51,76.49
17.42,34.53,75.7
17.41,34.51,77.37
17.39,34.52,77.33
17.38,34.55,78.34
17.37,34.59,78.43
17.36,34.61,78.15
17.35,34.63,77.11
17.33,34.7,76.25
17.32,34.73,75.67
17.31,34.75,75.21
17.3,34.76,74.6
17.28,34.76,73.94
17.27,34.76,73.38
17.26,34.76,73
17.25,34.78,72.41
17.24,34.73,72.27
17.22,34.76,72.05
17.21,34.73,71.94
17.2,34.7,71.92
17.19,34.7,72.09
17.17,34.72,71.99
17.16,34.68,72.09
17.15,34.72,72.08
17.14,34.69,72.12
17.12,34.69,72.16
17.11,34.66,72.01
17.1,34.66,72.3
17.09,34.61,72.56
17.08,34.65,72.26
17.07,34.62,71.95
17.06,34.59,71.76
17.05,34.59,71.61
17.04,34.6,71.46
17.03,34.61,71.31
17.02,34.61,71.16
17.01,34.59,71.1
17,34.59,71.19
16.99,34.59,71.36
16.98,34.59,71.29
16.97,34.56,70.99
16.96,34.51,71.53
16.95,34.44,72.03
16.94,34.44,72.25
16.92,34.38,73.06
16.91,34.32,73.6
16.9,34.34,74.45
16.89,34.37,75.87
16.88,34.35,76.55
16.87,34.37,76.82
16.86,34.37,76.31
16.85,34.4,78.13
16.84,34.38,78.5
16.83,34.45,79.63
16.82,34.49,79.99
16.81,34.53,80.45
16.8,34.62,79.64
16.79,34.66,80.58
16.78,34.7,79.66
16.77,34.76,79.2
16.76,34.8,78.53
16.75,34.92,78.01
16.74,34.95,77.28
16.73,35,77.16
16.72,35.04,77.6
16.71,35.1,76.79
16.7,35.09,77.56
16.69,35.1,76.39
16.68,35.07,77.49
16.67,35.07,76.69
16.66,35.04,77.95
16.65,35.03,77.54
16.64,35.02,77.9
16.63,34.99,79.67
16.62,35.02,78.61
16.61,35,78.02
16.59,34.99,79.87
16.58,34.99,80.14
16.57,34.99,79.37
16.56,35.02,76.5
16.55,34.97,79.71
16.54,34.95,79.29
16.53,34.92,77.18
16.52,34.92,76.85
16.51,34.85,78.21
16.5,34.83,81
16.49,34.83,81.4
16.48,34.83,80
16.47,34.85,78.46
16.46,34.83,78.18
16.45,34.83,79.13
16.44,34.79,79.3
16.43,34.78,80.18
16.42,34.76,75.78
16.41,34.73,78.47
16.4,34.7,77.61
16.39,34.68,79.65
16.38,34.66,79.11
16.37,34.66,79.39
16.36,34.65,78.97
16.35,34.63,77.94
16.34,34.62,78.14
16.33,34.59,78.55
16.32,34.61,77.5
16.31,34.58,78.76
16.3,34.56,77.89
16.29,34.52,79.21
16.28,34.53,80.55
16.26,34.56,81.36
16.25,34.55,80.98
16.24,34.59,80.66
16.23,34.62,80.34
16.22,34.66,80.01
16.21,34.7,79.69
16.2,34.78,79.3
16.19,34.83,78.79
16.18,34.89,78.06
16.17,34.89,77.46
16.16,34.96,77.54
16.15,34.99,75.84
16.14,35.04,75.53
16.13,35.07,75.86
16.12,35.07,75.86
16.11,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
16.1,35.07,75.86
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.6,30.62,89.11
18.62,30.65,89.77
18.64,30.68,89.79
18.65,30.68,89.91
18.67,30.72,90.28
18.69,30.72,90.28
18.71,30.71,90.16
18.73,30.67,88.2
18.75,30.65,88.09
18.76,30.6,88.38
18.78,30.57,87.08
18.8,30.52,87.91
18.82,30.48,89.59
18.84,30.45,88.12
18.85,30.45,90.11
18.87,30.44,91.01
18.89,30.43,89.84
18.91,30.44,89.7
18.93,30.43,89.91
18.95,30.4,90.27
18.96,30.4,91.36
18.98,30.41,91.3
19,30.4,89.15
18.97,30.35,90.13
18.95,30.38,91.22
18.92,30.37,91.56
18.89,30.38,92.36
18.87,30.41,92.69
18.84,30.43,92.88
18.81,30.44,92.96
18.79,30.44,92.97
18.76,30.44,92.6
18.73,30.44,91.1
18.71,30.41,91.84
18.68,30.4,91.54
18.66,30.37,92.13
18.63,30.35,90.47
18.6,30.31,89.96
18.58,30.28,91.17
18.55,30.27,91.04
18.52,30.24,90.42
18.5,30.21,91.25
18.47,30.21,91.48
18.44,30.2,91.05
18.42,30.23,93.04
18.39,30.23,93.32
18.36,30.28,93.68
18.34,30.33,93.89
18.31,30.34,93.92
18.28,30.38,94.1
18.26,30.41,93.67
18.23,30.4,92.38
18.2,30.4,92.81
18.18,30.4,93.46
18.15,30.4,93.3
18.12,30.41,93.14
18.1,30.41,92.98
18.07,30.38,92.37
18.04,30.37,92.5
18.02,30.37,92.35
17.99,30.35,92.07
17.97,30.31,89.24
17.94,30.23,90.31
17.91,30.24,91.9
17.89,30.26,92.75
17.86,30.23,92.98
17.83,30.24,92.44
17.81,30.24,90.84
17.78,30.17,88.32
17.75,30.13,87.63
17.73,30.07,89.39
17.7,30.05,91.79
17.77,30.06,92.68
17.83,30.09,93.16
17.9,30.09,92.98
17.97,30.06,90.16
18.04,30.02,88.28
18.1,29.96,89.87
18.17,29.98,92.44
18.24,30,93.51
18.31,30,93.77
18.37,30.03,92.88
18.44,30.02,91.97
18.51,30,89.68
18.58,29.99,91.94
18.64,30,93.06
18.71,30.02,93.09
18.78,30,90.86
18.84,29.96,89.41
18.91,29.92,89.02
18.98,29.85,87.9
19.05,29.81,87.58
19.11,29.73,88.27
19.18,29.73,89.06
19.25,29.73,89.1
19.32,29.69,88.5
19.38,29.68,88.42
19.45,29.64,88.96
19.52,29.62,89.93
19.59,29.65,90.58
19.65,29.62,90.25
19.72,29.64,91.12
19.79,29.65,91.88
19.86,29.68,92.48
19.92,29.69,92.7
19.99,29.71,92.6
20.06,29.71,90.82
20.12,29.72,92.45
20.19,29.69,91.78
20.26,29.68,90.76
20.33,29.65,91.89
20.39,29.66,93.44
20.46,29.69,93.99
20.53,29.71,94.82
20.6,29.72,95.35
20.66,29.79,95.84
20.73,29.82,96.18
20.8,29.85,95.35
20.87,29.85,94.96
20.93,29.86,95.5
21,29.89,95.62
20.99,29.88,96
20.99,29.92,96.28
20.98,29.95,96.13
20.98,29.92,95.64
20.97,29.93,95.91
20.97,29.95,96.34
20.96,29.96,96.21
20.95,29.96,95.72
20.95,29.93,95.36
20.94,29.89,94.4
20.94,29.9,95.77
20.93,29.93,96.26
20.93,29.96,96.17
20.92,29.96,96.05
20.91,29.96,95.94
20.91,29.96,95.82
20.9,29.93,95.45
20.9,29.85,93.35
20.89,29.81,94.61
20.89,29.79,94.36
20.88,29.72,91.72
20.87,29.64,89.48
20.87,29.55,89.95
20.86,29.47,88.35
20.86,29.37,88
20.85,29.3,87.02
20.85,29.2,88.14
20.84,29.2,89.25
20.83,29.17,89.19
20.83,29.14,88.46
20.82,29.12,88.48
20.82,29.07,87.97
20.81,29.04,88.05
20.81,29,86.74
20.8,28.95,86.74
20.7,28.91,90.12
20.6,28.96,92.89
20.51,29.02,94.05
20.41,29.12,94.79
20.31,29.17,94.93
20.21,29.23,93.89
20.11,29.22,91.49
20.02,29.2,90.02
19.92,29.17,92.26
19.82,29.2,93.77
19.72,29.27,94.34
19.62,29.31,94.81
19.53,29.33,95.05
19.43,29.37,94.68
19.33,29.37,94.43
19.23,29.4,94.65
19.13,29.4,94.74
19.04,29.43,94.97
18.94,29.44,94.38
18.84,29.4,93.03
18.74,29.37,91.88
18.64,29.31,92.71
18.55,29.37,93.79
18.45,29.36,92.5
18.35,29.33,91.51
18.25,29.29,93.16
18.15,29.3,93.89
18.06,29.31,93.9
17.96,29.3,92.93
17.86,29.31,92.7
17.76,29.3,91.8
17.66,29.27,91.93
17.57,29.25,92.35
17.47,29.26,93.07
17.37,29.29,93.39
17.27,29.29,93.39
17.17,29.3,93.93
17.08,29.3,94.39
16.98,29.31,94.67
16.88,29.31,94.09
16.78,29.26,90.85
16.68,29.2,91.67
16.59,29.22,93.64
16.49,29.23,94.01
16.39,29.2,92.5
16.29,29.13,89.87
16.19,29.09,92.16
16.1,29.12,94.32
16,29.17,95.36
15.9,29.25,95.76
16.06,29.27,95.82
16.23,29.33,95.8
16.39,29.34,95.61
16.56,29.34,95.39
16.72,29.37,95.57
16.89,29.36,95.29
17.05,29.38,95.73
17.22,29.43,96.04
17.38,29.43,96.33
17.55,29.44,96.28
17.71,29.48,96.38
17.87,29.5,96.27
18.04,29.51,96.27
18.2,29.52,96.27
18.37,29.54,96.27
18.53,29.55,96.27
18.7,29.53,95.06
18.86,29.47,92.94
19.03,29.38,91.93
19.19,29.3,91.54
19.35,29.19,89.46
19.52,29.1,91.1
19.68,29.03,89.57
19.85,28.95,89.91
20.01,28.88,93.13
20.18,28.93,93.76
20.34,28.88,91.02
20.51,28.88,94.36
20.67,28.89,95.37
20.84,28.99,96.15
21,29.06,96.54
20.87,29.13,96.8
20.74,29.17,96.86
20.62,29.25,96.86
20.49,29.26,96.48
20.36,29.27,94.79
20.23,29.22,93.06
20.11,29.16,92.93
19.98,29.14,94.14
19.85,29.1,92.59
19.72,29.06,93.46
19.59,29.03,90.96
19.47,28.95,89.72
19.34,28.82,89.06
19.21,28.74,89.61
19.08,28.69,89.17
18.96,28.6,88.66
18.83,28.57,90.41
18.7,28.51,91.03
18.57,28.54,90.99
18.44,28.52,90.36
18.32,28.52,90.24
18.19,28.54,91.26
18.06,28.5,91.55
17.93,28.54,91.93
17.81,28.57,92.05
17.68,28.6,91.35
17.55,28.58,91.47
17.42,28.6,92.3
17.29,28.63,92.48
17.17,28.63,92.78
17.04,28.65,93.37
16.91,28.68,93.11
16.78,28.67,93.02
16.66,28.67,92.59
16.53,28.68,92.53
16.4,28.65,92.65
16.34,28.65,92.22
16.29,28.65,92.68
16.23,28.64,93.04
16.17,28.67,93.33
16.12,28.64,93.16
16.06,28.64,92.95
16,28.65,92.34
15.95,28.63,92.3
15.89,28.63,92.6
15.83,28.58,91.08
15.78,28.54,90.07
15.72,28.47,90.41
15.66,28.43,89.89
15.61,28.37,90.23
15.55,28.33,90.65
15.49,28.34,92.74
15.44,28.33,91.56
15.38,28.36,91.69
15.32,28.34,92.69
15.27,28.4,93.6
15.21,28.43,93.87
15.15,28.45,94.01
15.1,28.45,93.24
15.04,28.46,93.3
14.98,28.48,93.35
14.93,28.5,93.41
14.87,28.51,93.47
14.81,28.51,93.96
14.76,28.54,94.17
14.7,28.55,94.54
14.73,28.58,94.66
14.75,28.63,94.71
14.78,28.64,94.73
14.81,28.63,93.68
14.83,28.63,92.34
14.86,28.58,93.23
14.89,28.6,92.13
14.91,28.6,93.56
14.94,28.61,94.19
14.96,28.63,94.29
14.99,28.64,94.42
15.02,28.65,94.65
15.04,28.68,94.85
15.07,28.71,95.08
15.1,28.72,94.24
15.12,28.65,92.03
15.15,28.61,92.23
15.18,28.6,92.11
15.2,28.54,90.04
15.23,28.5,90.78
15.26,28.47,90.72
15.28,28.45,91.65
15.31,28.47,92.3
15.34,28.52,93.42
15.36,28.52,93.98
15.39,28.57,93.91
15.41,28.57,93.69
15.44,28.6,93.38
15.47,28.63,93.43
15.49,28.64,93.58
15.52,28.64,93.77
15.55,28.68,93.53
15.57,28.67,93.25
15.6,28.67,93.41
15.59,28.68,93.16
15.59,28.68,92.5
15.58,28.69,93.03
15.57,28.68,93.49
15.57,28.65,93.69
15.56,28.69,93.95
15.55,28.69,93.08
15.55,28.68,92.87
15.54,28.67,93.66
15.53,28.68,93.46
15.53,28.67,93.61
15.52,28.72,93.41
15.51,28.68,92.93
15.51,28.69,92.89
15.5,28.69,93.61
15.49,28.72,94.08
15.49,28.74,94.23
15.48,28.76,94.17
15.47,28.79,94.32
15.47,28.85,94.5
15.46,28.85,94.5
15.45,28.86,94.43
15.45,28.91,94.49
15.44,28.95,94.49
15.43,28.98,94.43
15.43,28.98,94.43
15.42,28.99,94.23
15.41,29.02,94.12
15.41,29.04,94.27
15.4,29.04,93.06
15.49,29,89.94
15.57,28.95,88.73
15.66,28.86,89.28
15.74,28.78,88.76
15.83,28.71,88.93
15.91,28.69,90.8
16,28.67,89.61
16.08,28.66,90.16
16.17,28.64,90.71
16.25,28.62,91.26
16.34,28.61,91.81
16.42,28.64,90.66
16.51,28.68,92.04
16.59,28.72,93.53
16.68,28.81,93.95
16.76,28.88,94.25
16.85,28.98,94.39
16.94,28.99,91.99
17.02,28.98,89.17
17.11,28.92,87.67
17.19,28.89,90.91
17.28,28.92,93.42
17.36,28.98,94.29
17.45,29.04,94.54
17.53,29.1,94.49
17.62,29.17,94.4
17.7,29.26,94.57
17.79,29.3,94.68
17.87,29.38,94.68
17.96,29.44,94.36
18.04,29.47,93
18.13,29.53,93.95
18.21,29.55,94.24
18.3,29.61,94.09
18.26,29.64,93.78
18.22,29.66,92.12
18.18,29.71,92.95
18.14,29.73,92.88
18.1,29.73,90.89
18.06,29.69,87.7
18.02,29.61,85.95
17.98,29.5,85.73
17.94,29.36,85.93
17.89,29.22,86.38
17.85,29.12,86.81
17.81,29,86.25
17.77,28.91,86.1
17.73,28.81,86.36
17.69,28.76,92.43
17.65,28.86,94.77
17.61,29,94.8
17.57,29.12,95.7
17.53,29.27,96.24
17.49,29.4,95.98
17.45,29.45,91.34
17.41,29.47,90.58
17.37,29.44,91.19
17.33,29.47,93.48
17.29,29.55,94.57
17.25,29.62,94.72
17.21,29.72,95.05
17.16,29.82,94.97
17.12,29.93,95.03
17.08,30.03,94.8
17.04,30.1,91.98
17,30.07,87.96
16.96,30.02,85.3
16.92,29.89,84.35
16.88,29.81,86.7
16.84,29.72,90.12
16.8,29.72,88.54
16.81,29.64,84.2
16.83,29.51,81.54
16.84,29.36,82.39
16.85,29.25,84.1
16.87,29.1,83.64
16.88,28.98,82.13
16.89,28.81,81.26
16.91,28.67,84.94
16.92,28.58,84.91
16.94,28.54,88.06
16.95,28.52,88.73
16.96,28.54,89.46
16.98,28.63,91.97
16.99,28.69,90.44
17,28.76,88.13
17.02,28.75,88.41
17.03,28.75,88.69
17.04,28.74,88.97
17.06,28.75,89.07
17.07,28.75,88.82
17.08,28.81,87.42
17.1,28.75,82.97
17.11,28.68,84.19
17.12,28.63,86.06
17.14,28.61,90.17
17.15,28.64,86.4
17.16,28.69,90.38
17.18,28.75,92.03
17.19,28.88,90.55
17.21,28.96,90.41
17.22,29.1,90.81
17.23,29.19,91.12
17.25,29.34,90.86
17.26,29.43,89.62
17.27,29.53,89.62
17.29,29.62,86.64
17.3,29.65,84.55
17.21,29.66,87.72
17.13,29.69,88.25
17.04,29.75,88.8
16.95,29.85,88.88
16.86,29.89,88.39
16.78,29.98,88.45
16.69,29.99,83.52
16.6,29.98,81.69
16.52,29.92,85.39
16.43,29.9,86.52
16.34,29.92,87.12
16.25,29.98,87.82
16.17,30,85.42
16.08,29.98,79.92
15.99,29.88,83.57
15.91,29.84,85.15
15.82,29.78,82.03
15.73,29.71,84.6
15.64,29.62,83.56
15.56,29.57,85.98
15.47,29.59,86.58
15.38,29.61,84.9
15.29,29.61,83.97
15.21,29.59,85.14
15.12,29.61,83.81
15.03,29.61,84.96
14.95,29.65,87.06
14.86,29.69,86.92
14.77,29.75,87.4
14.68,29.84,81.16
14.6,29.82,79.37
14.51,29.71,81.63
14.42,29.62,84.02
14.34,29.62,82.08
14.25,29.54,79.55
14.16,29.44,77.41
14.07,29.3,80.91
13.99,29.19,85.01
13.9,29.2,86.19
13.92,29.25,86.48
13.93,29.31,86.58
13.95,29.44,86.37
13.96,29.55,87.06
13.98,29.68,83.45
13.99,29.71,78.81
14.01,29.66,76.85
14.03,29.57,76.57
14.04,29.41,76.66
14.06,29.26,78.84
14.07,29.14,78.6
14.09,29.04,80.16
14.1,28.98,82.04
14.12,28.93,81.07
14.13,28.95,83.36
14.15,28.98,84.97
14.17,29.07,85.82
14.18,29.22,84.85
14.2,29.36,81.97
14.21,29.43,78.96
14.23,29.41,77.11
14.24,29.31,76.57
14.26,29.23,79.07
14.28,29.15,81.57
14.29,29.07,84.07
14.31,29.07,85.52
14.32,29.16,85.36
14.34,29.31,84.98
14.35,29.47,84.76
14.37,29.64,84.12
14.38,29.78,84.18
14.4,29.92,80.02
14.32,29.98,76.54
14.24,29.93,76.7
14.17,29.84,76.03
14.09,29.72,77.69
14.01,29.62,76.42
13.93,29.51,76.27
13.86,29.37,76.42
13.78,29.2,76.48
13.7,29.07,76.36
13.62,28.92,76.67
13.54,28.79,77.42
13.47,28.65,79.18
13.39,28.58,81.7
13.31,28.58,82.45
13.23,28.67,82.1
13.16,28.74,80.28
13.08,28.81,78.95
13,28.85,82.16
12.92,28.93,81.37
12.84,29.03,82.76
12.77,29.2,82.66
12.69,29.37,81.96
12.61,29.59,80.96
12.53,29.73,80.25
12.46,29.86,79.1
12.38,29.98,79.68
12.3,30.13,79.41
12.29,30.26,76.52
12.28,30.34,76.56
12.27,30.35,77.28
12.26,30.45,77.27
12.25,30.52,77.18
12.24,30.6,74.43
12.23,30.64,74.94
12.21,30.65,76.3
12.2,30.68,76.28
12.19,30.72,75.75
12.18,30.8,73.05
12.17,30.76,71.13
12.16,30.6,71.06
12.15,30.43,71.85
12.14,30.27,72.21
12.13,30.06,73.12
12.12,29.88,73.12
12.11,29.72,76.66
12.1,29.65,78.21
12.09,29.64,78.39
12.07,29.73,78.91
12.06,29.85,78.95
12.05,29.98,78.64
12.04,30.13,78.03
12.03,30.26,75.75
12.02,30.33,73.94
12.01,30.38,73.95
12,30.35,75.67
11.98,30.41,76.16
11.96,30.44,73.74
11.93,30.45,71.75
11.91,30.38,73.52
11.89,30.27,76.02
11.87,30.27,76.84
11.85,30.37,77.07
11.83,30.4,77.24
11.8,30.52,77.15
11.78,30.64,76.22
11.76,30.72,75.87
11.74,30.79,76.28
11.72,30.85,75.5
11.7,30.95,75.24
11.67,31,73.58
11.65,31.06,74.05
11.63,31.09,74
11.61,31.12,73.96
11.59,31.16,73.92
11.57,31.19,73.87
11.54,31.24,74.08
11.52,31.33,74.17
11.5,31.35,73.16
11.53,31.41,73.29
11.55,31.47,73.61
11.58,31.49,73.49
11.61,31.55,72.84
11.63,31.59,72.93
11.66,31.65,72.68
11.69,31.64,72.59
11.71,31.66,72.96
11.74,31.66,70.31
11.77,31.64,71.46
11.79,31.64,71.76
11.82,31.61,70.34
11.85,31.58,71.73
11.87,31.57,71.86
11.9,31.55,70.42
11.93,31.49,72.48
11.95,31.49,72.23
11.98,31.51,72.26
12.01,31.49,72.87
12.03,31.57,72.05
12.06,31.61,72.35
12.09,31.65,71.6
12.11,31.68,72.33
12.14,31.76,72.29
12.17,31.83,71.81
12.19,31.93,71.78
12.22,32.02,69.32
12.25,32.02,67.97
12.27,31.97,67
12.3,31.82,67.99
12.26,31.66,68.13
12.22,31.55,71.76
12.18,31.51,72.99
12.15,31.55,72.63
12.11,31.66,72.43
12.07,31.78,71.43
12.03,31.86,72.22
11.99,31.94,70.5
11.95,32.03,70.41
11.91,32.05,70.25
11.87,32.1,70.95
11.84,32.12,69.64
11.8,32.17,70.61
11.76,32.19,71.42
11.72,32.28,70.82
11.68,32.33,69.93
11.64,32.4,70.27
11.6,32.44,68.96
11.56,32.47,69.09
